Date,Start (ET),Visitor/Neutral,VPTS,Home/Neutral,HPTS,,,Notes
Wed Jan 3 2018,7:00 pm,New York Knicks,103,Washington Wizards,121,Box Score,,
Thu Jan 4 2018,8:00 pm,Golden State Warriors,124,Houston Rockets,114,Box Score,,
Thu Jan 4 2018,10:30 pm,Oklahoma City Thunder,127,Los Angeles Clippers,117,Box Score,,
Fri Jan 5 2018,7:00 pm,Minnesota Timberwolves,84,Boston Celtics,91,Box Score,,
Fri Jan 5 2018,8:30 pm,Chicago Bulls,127,Dallas Mavericks,124,Box Score,,
Fri Jan 5 2018,9:00 pm,Utah Jazz,91,Denver Nuggets,99,Box Score,,
Fri Jan 5 2018,10:30 pm,Charlotte Hornets,108,Los Angeles Lakers,94,Box Score,,
Fri Jan 5 2018,9:30 pm,Washington Wizards,102,Memphis Grizzlies,100,Box Score,,
Fri Jan 5 2018,8:00 pm,New York Knicks,103,Miami Heat,107,Box Score,OT,
Fri Jan 5 2018,8:00 pm,Toronto Raptors,129,Milwaukee Bucks,110,Box Score,,
Fri Jan 5 2018,7:00 pm,Detroit Pistons,78,Philadelphia 76ers,114,Box Score,,
Fri Jan 5 2018,10:00 pm,Atlanta Hawks,89,Portland Trail Blazers,110,Box Score,,
Fri Jan 5 2018,8:30 pm,Phoenix Suns,89,San Antonio Spurs,103,Box Score,,
Sat Jan 6 2018,6:00 pm,Boston Celtics,87,Brooklyn Nets,85,Box Score,,
Sat Jan 6 2018,7:00 pm,Houston Rockets,101,Detroit Pistons,108,Box Score,,
Sat Jan 6 2018,7:00 pm,Chicago Bulls,86,Indiana Pacers,125,Box Score,,
Sat Jan 6 2018,3:30 pm,Golden State Warriors,121,Los Angeles Clippers,105,Box Score,,
Sat Jan 6 2018,9:00 pm,New Orleans Pelicans,98,Minnesota Timberwolves,116,Box Score,,
Sat Jan 6 2018,7:00 pm,Cleveland Cavaliers,131,Orlando Magic,127,Box Score,,
Sat Jan 6 2018,10:00 pm,Denver Nuggets,98,Sacramento Kings,106,Box Score,,
Sat Jan 6 2018,8:00 pm,Milwaukee Bucks,110,Washington Wizards,103,Box Score,,
Sun Jan 7 2018,7:00 pm,New York Knicks,100,Dallas Mavericks,96,Box Score,,
Sun Jan 7 2018,9:30 pm,Atlanta Hawks,113,Los Angeles Lakers,132,Box Score,,
Sun Jan 7 2018,3:30 pm,Utah Jazz,102,Miami Heat,103,Box Score,,
Sun Jan 7 2018,8:00 pm,Oklahoma City Thunder,100,Phoenix Suns,114,Box Score,,
Sun Jan 7 2018,9:00 pm,San Antonio Spurs,110,Portland Trail Blazers,111,Box Score,,
Mon Jan 8 2018,7:30 pm,Toronto Raptors,114,Brooklyn Nets,113,Box Score,OT,
Mon Jan 8 2018,8:00 pm,Houston Rockets,116,Chicago Bulls,107,Box Score,,
Mon Jan 8 2018,10:30 pm,Denver Nuggets,114,Golden State Warriors,124,Box Score,,
Mon Jan 8 2018,7:00 pm,Milwaukee Bucks,96,Indiana Pacers,109,Box Score,,
Mon Jan 8 2018,10:30 pm,Atlanta Hawks,107,Los Angeles Clippers,108,Box Score,,
Mon Jan 8 2018,8:00 pm,Cleveland Cavaliers,99,Minnesota Timberwolves,127,Box Score,,
Mon Jan 8 2018,8:00 pm,Detroit Pistons,109,New Orleans Pelicans,112,Box Score,,
Mon Jan 8 2018,10:00 pm,San Antonio Spurs,107,Sacramento Kings,100,Box Score,,
Tue Jan 9 2018,8:30 pm,Orlando Magic,99,Dallas Mavericks,114,Box Score,,
Tue Jan 9 2018,10:30 pm,Sacramento Kings,86,Los Angeles Lakers,99,Box Score,,
Tue Jan 9 2018,8:00 pm,Portland Trail Blazers,117,Oklahoma City Thunder,106,Box Score,,
Tue Jan 9 2018,7:30 pm,Miami Heat,90,Toronto Raptors,89,Box Score,,
Wed Jan 10 2018,7:30 pm,Detroit Pistons,114,Brooklyn Nets,80,Box Score,,
Wed Jan 10 2018,7:00 pm,Dallas Mavericks,115,Charlotte Hornets,111,Box Score,,
Wed Jan 10 2018,9:00 pm,Atlanta Hawks,110,Denver Nuggets,97,Box Score,,
Wed Jan 10 2018,10:30 pm,Los Angeles Clippers,125,Golden State Warriors,106,Box Score,,
Wed Jan 10 2018,8:00 pm,Portland Trail Blazers,112,Houston Rockets,121,Box Score,,
Wed Jan 10 2018,7:00 pm,Miami Heat,114,Indiana Pacers,106,Box Score,,
Wed Jan 10 2018,8:00 pm,New Orleans Pelicans,102,Memphis Grizzlies,105,Box Score,,
Wed Jan 10 2018,8:00 pm,Orlando Magic,103,Milwaukee Bucks,110,Box Score,,
Wed Jan 10 2018,8:00 pm,Oklahoma City Thunder,88,Minnesota Timberwolves,104,Box Score,,
Wed Jan 10 2018,7:30 pm,Chicago Bulls,122,New York Knicks,119,Box Score,2OT,
Wed Jan 10 2018,7:00 pm,Utah Jazz,107,Washington Wizards,104,Box Score,,
Thu Jan 11 2018,10:30 pm,San Antonio Spurs,81,Los Angeles Lakers,93,Box Score,,
Thu Jan 11 2018,3:00 pm,Boston Celtics,114,Philadelphia 76ers,103,Box Score,,
Thu Jan 11 2018,10:00 pm,Los Angeles Clippers,121,Sacramento Kings,115,Box Score,,
Thu Jan 11 2018,8:00 pm,Cleveland Cavaliers,99,Toronto Raptors,133,Box Score,,
Fri Jan 12 2018,7:30 pm,Brooklyn Nets,110,Atlanta Hawks,105,Box Score,,
Fri Jan 12 2018,7:00 pm,Utah Jazz,88,Charlotte Hornets,99,Box Score,,
Fri Jan 12 2018,9:00 pm,Memphis Grizzlies,78,Denver Nuggets,87,Box Score,,
Fri Jan 12 2018,7:00 pm,Cleveland Cavaliers,95,Indiana Pacers,97,Box Score,,
Fri Jan 12 2018,8:00 pm,Golden State Warriors,108,Milwaukee Bucks,94,Box Score,,
Fri Jan 12 2018,8:00 pm,New York Knicks,108,Minnesota Timberwolves,118,Box Score,,
Fri Jan 12 2018,8:00 pm,Portland Trail Blazers,113,New Orleans Pelicans,119,Box Score,,
Fri Jan 12 2018,10:30 pm,Houston Rockets,112,Phoenix Suns,95,Box Score,,
Fri Jan 12 2018,7:00 pm,Orlando Magic,119,Washington Wizards,125,Box Score,,
Sat Jan 13 2018,8:00 pm,Detroit Pistons,105,Chicago Bulls,107,Box Score,,
Sat Jan 13 2018,5:00 pm,Oklahoma City Thunder,101,Charlotte Hornets,91,Box Score,,
Sat Jan 13 2018,2:00 pm,Los Angeles Lakers,107,Dallas Mavericks,101,Box Score,OT,
Sat Jan 13 2018,3:30 pm,Sacramento Kings,105,Los Angeles Clippers,126,Box Score,,
Sat Jan 13 2018,8:30 pm,Denver Nuggets,80,San Antonio Spurs,112,Box Score,,
Sat Jan 13 2018,7:30 pm,Golden State Warriors,127,Toronto Raptors,125,Box Score,,
Sat Jan 13 2018,7:00 pm,Brooklyn Nets,113,Washington Wizards,119,Box Score,OT,
Sun Jan 14 2018,1:00 pm,Milwaukee Bucks,79,Miami Heat,97,Box Score,,
Sun Jan 14 2018,9:00 pm,Portland Trail Blazers,103,Minnesota Timberwolves,120,Box Score,,
Sun Jan 14 2018,3:30 pm,New Orleans Pelicans,123,New York Knicks,118,Box Score,OT,
Sun Jan 14 2018,8:00 pm,Indiana Pacers,120,Phoenix Suns,97,Box Score,,
Mon Jan 15 2018,3:00 pm,San Antonio Spurs,99,Atlanta Hawks,102,Box Score,,
Mon Jan 15 2018,3:00 pm,New York Knicks,119,Brooklyn Nets,104,Box Score,,
Mon Jan 15 2018,3:30 pm,Miami Heat,111,Chicago Bulls,119,Box Score,,
Mon Jan 15 2018,8:00 pm,Golden State Warriors,118,Cleveland Cavaliers,108,Box Score,,
Mon Jan 15 2018,12:30 pm,Charlotte Hornets,118,Detroit Pistons,107,Box Score,,
Mon Jan 15 2018,10:30 pm,Houston Rockets,102,Los Angeles Clippers,113,Box Score,,
Mon Jan 15 2018,5:30 pm,Los Angeles Lakers,114,Memphis Grizzlies,123,Box Score,,
Mon Jan 15 2018,8:00 pm,Sacramento Kings,88,Oklahoma City Thunder,95,Box Score,,
Mon Jan 15 2018,1:00 pm,Toronto Raptors,111,Philadelphia 76ers,117,Box Score,,
Mon Jan 15 2018,9:00 pm,Indiana Pacers,109,Utah Jazz,94,Box Score,,
Mon Jan 15 2018,2:00 pm,Milwaukee Bucks,104,Washington Wizards,95,Box Score,,
Tue Jan 16 2018,7:30 pm,New Orleans Pelicans,116,Boston Celtics,113,Box Score,OT,
Tue Jan 16 2018,9:00 pm,Dallas Mavericks,102,Denver Nuggets,105,Box Score,,
Tue Jan 16 2018,7:00 pm,Minnesota Timberwolves,102,Orlando Magic,108,Box Score,,
Tue Jan 16 2018,10:00 pm,Phoenix Suns,111,Portland Trail Blazers,118,Box Score,,
Wed Jan 17 2018,7:30 pm,New Orleans Pelicans,93,Atlanta Hawks,94,Box Score,,
Wed Jan 17 2018,7:30 pm,San Antonio Spurs,100,Brooklyn Nets,95,Box Score,,
Wed Jan 17 2018,8:00 pm,Golden State Warriors,119,Chicago Bulls,112,Box Score,,
Wed Jan 17 2018,7:00 pm,Washington Wizards,109,Charlotte Hornets,133,Box Score,,
Wed Jan 17 2018,10:30 pm,Denver Nuggets,104,Los Angeles Clippers,109,Box Score,,
Wed Jan 17 2018,8:00 pm,New York Knicks,99,Memphis Grizzlies,105,Box Score,,
Wed Jan 17 2018,8:00 pm,Miami Heat,106,Milwaukee Bucks,101,Box Score,,
Wed Jan 17 2018,8:00 pm,Los Angeles Lakers,90,Oklahoma City Thunder,114,Box Score,,
Wed Jan 17 2018,10:00 pm,Utah Jazz,120,Sacramento Kings,105,Box Score,,
Wed Jan 17 2018,7:30 pm,Detroit Pistons,91,Toronto Raptors,96,Box Score,,
Thu Jan 18 2018,7:00 pm,Philadelphia 76ers,89,Boston Celtics,80,Box Score,,
Thu Jan 18 2018,7:00 pm,Orlando Magic,103,Cleveland Cavaliers,104,Box Score,,
Thu Jan 18 2018,9:30 pm,Minnesota Timberwolves,98,Houston Rockets,116,Box Score,,
Thu Jan 18 2018,10:00 pm,Indiana Pacers,86,Portland Trail Blazers,100,Box Score,,
Fri Jan 19 2018,7:30 pm,Miami Heat,95,Brooklyn Nets,101,Box Score,,
Fri Jan 19 2018,9:00 pm,Phoenix Suns,108,Denver Nuggets,100,Box Score,,
Fri Jan 19 2018,8:00 pm,Washington Wizards,122,Detroit Pistons,112,Box Score,,
Fri Jan 19 2018,10:30 pm,Indiana Pacers,86,Los Angeles Lakers,99,Box Score,,
Fri Jan 19 2018,8:00 pm,Sacramento Kings,88,Memphis Grizzlies,106,Box Score,,
Fri Jan 19 2018,7:00 pm,San Antonio Spurs,83,Toronto Raptors,86,Box Score,,
Fri Jan 19 2018,10:30 pm,New York Knicks,117,Utah Jazz,115,Box Score,,
Sat Jan 20 2018,5:00 pm,Chicago Bulls,,Atlanta Hawks,,,,
Sat Jan 20 2018,7:00 pm,Miami Heat,,Charlotte Hornets,,,,
Sat Jan 20 2018,3:30 pm,Oklahoma City Thunder,,Cleveland Cavaliers,,,,
Sat Jan 20 2018,8:30 pm,Golden State Warriors,,Houston Rockets,,,,
Sat Jan 20 2018,9:00 pm,Toronto Raptors,,Minnesota Timberwolves,,,,
Sat Jan 20 2018,7:00 pm,Memphis Grizzlies,,New Orleans Pelicans,,,,
Sat Jan 20 2018,7:30 pm,Milwaukee Bucks,,Philadelphia 76ers,,,,
Sat Jan 20 2018,10:00 pm,Dallas Mavericks,,Portland Trail Blazers,,,,
Sat Jan 20 2018,9:00 pm,Los Angeles Clippers,,Utah Jazz,,,,
